index,ds_id,imdb_id,title,budget,release_year,vote_average,vote_count,features,language
1271,5491,tt0185183,Battlefield Earth,44000000,2000,3,259,rogerchristian johntravolta barrypepper based on novel postapocalyptic dystopia mining fighter jet alien invasion scientology cavemen bureaucrat city ruin action science fiction war,en
1272,10935,tt0080855,Heaven's Gate,44000000,1980,6.5,56,michaelcimino kriskristofferson christopherwalken montana showdown brothel marshal dance immigrant studies idealist action drama history western,en
1273,37950,tt1438254,Charlie St. Cloud,44000000,2010,6.8,589,burrsteers zacefron amandacrew brother brother relationship based on novel sailing ghost young adult,en
1274,72710,tt1517260,The Host,44000000,2013,6,1859,andrewniccol saoirseronan dianekruger based on novel mass murder dystopia genocide alien invasion duringcreditsstinger interspecies romance alien parasites action adventure romance science fiction thriller,en
1275,228967,tt2788710,The Interview,44000000,2014,6.1,2340,sethrogen jamesfranco sethrogen cia coup detat north korea assassination attempt evil dictator action comedy,en
1276,273248,tt3460252,The Hateful Eight,44000000,2015,7.6,4405,quentintarantino samuelljackson kurtrussell bounty hunter wyoming mountain narration hangman stagecoach blizzard post civil war crime drama mystery western,en
1277,302946,tt2140479,The Accountant,44000000,2016,6.9,2121,gavinoconnor benaffleck annakendrick autism criminal accountant crime thriller drama,en
1278,54087,tt0104928,Mr. Saturday Night,43000000,1992,5.2,17,billycrystal billycrystal davidpaymer skab under tv bagved verste hylde drama comedy,en
1279,10468,tt0191754,28 Days,43000000,2000,6,210,bettythomas sandrabullock viggomortensen alcoholism urteil car crash wedding withdrawal woman director comedy drama,en
1280,711,tt0181536,Finding Forrester,43000000,2000,7,305,gusvansant seanconnery robbrown upper class brother brother relationship scotland poetry based on novel mentor becoming an adult professor literature intellectually gifted plagiarism literature competition private school manuscript seclusion pulitzer prize dying and death idol friendship unsociability high school scholarship father figure,en
1281,11812,tt0253867,The Sweetest Thing,43000000,2002,5.3,286,rogerkumble camerondiaz christinaapplegate roommate marriage aftercreditsstinger duringcreditsstinger romance comedy,en
1282,9947,tt0357277,Elektra,43000000,2005,4.9,590,robbowman jennifergarner goranvisnjic martial arts based on comic female assassin spin off action fantasy,en
1283,4379,tt0369735,Monster-in-Law,43000000,2005,5.6,413,robertluketic jenniferlopez janefonda bad motherinlaw surgeon dogsitter falling in love romance comedy,en
1284,9913,tt0397101,The Skeleton Key,43000000,2005,6.4,588,iainsoftley katehudson genarowlands nurse secret dream fight kidnapping new orleans key plantation voodoo party lawyer blood violence mirror attic occult drama horror mystery thriller,en
1285,136795,tt2404463,The Heat,43000000,2013,6.5,1595,paulfeig sandrabullock melissamccarthy boston fbi buddy comedy action comedy crime,en
1286,258230,tt3416532,A Monster Calls,43000000,2016,6.8,1023,juanantoniobayona lewismacdougall sigourneyweaver based on novel monster dream grandmother grandson relationship artist nightmare tree boy truth terminal illness bullying bully disease death of mother grandmother imagination child animated sequences drama fantasy,en
1287,281,tt0114558,Strange Days,42000000,1995,6.8,334,kathrynbigelow ralphfiennes angelabassett pornography prostitute rape police brutality dream exgirlfriend future bodyguard rapper virtual reality dystopia minidisc police excop murder cyberpunk los angeles violence criminal private detective revolt woman director crime drama science fiction thriller,en
1288,37233,tt0106918,The Firm,42000000,1993,6.6,513,sydneypollack tomcruise jeannetripplehorn fbi law tennessee lawyer law firm bar exam drama mystery thriller,en
1289,25189,tt0117057,The Mirror Has Two Faces,42000000,1996,6.5,47,barbrastreisand barbrastreisand jeffbridges sex professor wedding woman director columbia university comedy drama romance,en
1290,10249,tt0102803,The Rocketeer,42000000,1991,6.3,265,joejohnston billycampbell jenniferconnelly superhero los angeles flying man pilot hero nazi collaborator 1980s action adventure science fiction family,en
1291,10699,tt0104412,Hero,42000000,1992,6.3,100,stephenfrears dustinhoffman geenadavis identity custody battle jinx reporter exwife lost shoe drama comedy thriller mystery,en
1292,1375,tt0100507,Rocky V,42000000,1990,5.3,688,johngavildsen sylvesterstallone taliashire philadelphia transporter father son relationship cataclysm trainer restart bankrupt boxer disappointment career boxing match training world champion challenger street riots sponsorship challenge champion tax consultant boxing school praise friendship sport father figure,en
1293,509,tt0125439,Notting Hill,42000000,1999,7,1309,rogermichell juliaroberts hughgrant london england bookshop birthday new love film maker paparazzi press conference wheelchair bath tub cohabitant friendship fame celebration movie star spectacle romance comedy drama,en
1294,2155,tt0184858,Reindeer Games,42000000,2000,5.3,175,johnfrankenheimer benaffleck garysinise prison robbery role reversal extramarital affair,en
1295,2057,tt0218922,Original Sin,42000000,2001,5.8,200,michaelcristofer angelinajolie antoniobanderas women sex cuba eroticism lover female passion coffee grower sin denunciation,en
1296,11560,tt0257756,High Crimes,42000000,2002,6.1,187,carlfranklin ashleyjudd morganfreeman based on novel witness village court love murder lawyer defense trial justice husband us marine arrested classified drama mystery thriller crime,en
1297,5966,tt0343135,Along Came Polly,42000000,2004,5.8,795,johnhamburg benstiller jenniferaniston beach honeymoon bride chance risk relation long island romantic comedy comedy scuba diving unfaithfulness los angeles art gallery dance class opposites attract caribbean commitment dance club neurotic bagpipes chance encounter insurance risk manager comedy romance,en
1298,10145,tt0356618,The Forgotten,42000000,2004,5.5,359,josephruben juliannemoore anthonyedwards loss of son motel airplane delusion grief memory shot in the back sexual tension airplane crash medication psychiatrist erased memory crime drama horror mystery science fiction thriller,en
1299,1830,tt0399295,Lord of War,42000000,2005,7,1356,andrewniccol nicolascage bridgetmoynahan cold war weapon arms dealer crime drama thriller,en
1300,18480,tt0889583,Brüno,42000000,2009,5.4,528,larrycharles sachabaroncohen richardbey gay fame mockumentary hollywood lgbt duringcreditsstinger,en
1301,46528,tt1032751,The Warrior's Way,42000000,2010,6.3,138,sngmoolee katebosworth jangdonggun assassin small town forest revenge deception super speed surprise ending adventure fantasy action western thriller,en
1302,49730,tt1486185,Red Riding Hood,42000000,2011,5.7,958,catherinehardwicke amandaseyfried garyoldman winter fantasy fairy tale hood werewolf aftercreditsstinger duringcreditsstinger woman director red riding hood fantasy thriller horror,en
1303,49527,tt1568338,Man on a Ledge,42000000,2012,6.2,936,asgerleth samworthington elizabethbanks deception new york city rooftop diamond heist framed for a crime escaped prisoner negotiator action thriller crime,en
1304,64688,tt1232829,21 Jump Street,42000000,2012,6.7,4151,phillord channingtatum jonahhill male friendship high school parody crude humor based on tv series undercover cop buddy cop buddy comedy duringcreditsstinger action comedy crime,en
1305,80278,tt1649419,The Impossible,42000000,2012,7,2071,juanantoniobayona naomiwatts ewanmcgregor thailand tsunami family vacation tidal wave catastrophe swept away separation from family boxing day 21st century thriller drama,en
1306,227159,tt2170439,Horrible Bosses 2,42000000,2014,6.1,1575,seananders jasonbateman jasonsudeikis prison kidnapping sequel car chase sex addict sex tape,en
1307,373569,tt2334871,Snatched,42000000,2017,5.2,207,jonathanlevine amyschumer goldiehawn ransom kidnapping tourist vacation mother daughter relationship crime ecuador action comedy,en
1308,2069,tt0190138,The Whole Nine Yards,41300000,2000,6.3,540,jonathanlynn brucewillis matthewperry bounty gangster boss montreal gangster dentist hoodlum comedy crime,en
1309,65,tt0298203,8 Mile,41000000,2002,6.8,1676,curtishanson eminem mekhiphifer individual street gang adolescence rap music hiphop rhyme battle trailer park ethnic stereotype single detroit eminem,en
1310,10610,tt0288045,The Medallion,41000000,2003,5.3,286,gordonchan jackiechan leeevans detective medallion leather jacket wretch fighter wizardry interpol thriller fantasy action comedy,en
1311,16538,tt1155056,"I Love You, Man",41000000,2009,6.5,531,johnhamburg paulrudd jasonsegel poker bondage duringcreditsstinger,en
1312,73937,tt1053810,The Big Year,41000000,2011,5.6,252,davidfrankel owenwilson stevemartin helicopter based on novel honeymoon airplane birding birdwatching duringcreditsstinger,en
1313,1621,tt0086465,Trading Places,40600000,1983,7.1,763,johnlandis eddiemurphy danaykroyd christmas tree from rags to riches broker beggar dollar wager fish out of water millionaire commodities investor big shot hoodlum wrongful arrest santa hat,en
1314,11066,tt0103859,Boomerang,40000000,1992,5.4,139,reginaldhudlin eddiemurphy robingivens role of women ladykiller success ladies man chefin casanova womanizer comedy romance,en
1315,6071,tt0113552,Kiss of Death,40000000,1995,5.7,83,barbetschroeder davidcaruso samuelljackson action crime drama thriller,en
1316,11011,tt0110989,Ri¢hie Ri¢h,40000000,1994,5.4,426,donaldpetrie macaulayculkin johnlarroquette family life raft private airplane toothbrush gluttony magnifying glass rubber boat comedy family,en
1317,46924,tt0106379,Being Human,40000000,1994,5,15,billforsyth robinwilliams maudiejohnson success medieval times struggle drama comedy fantasy,en
1318,2124,tt0109456,Color of Night,40000000,1994,5.4,117,richardrush brucewillis janemarch suicide california sex secret identity eroticism paranoia nudity group therapy therapist grief obsessive compulsive disorder violence psychiatrist car chase disguise mental illness color blindness voyeurism drama mystery romance thriller,en
1319,106143,tt0110097,I'll Do Anything,40000000,1994,5.7,18,jameslbrooks nicknolte woodyharrelson father daughter relationship actor unsuccessful comedy drama,en
1320,9386,tt0107206,In the Line of Fire,40000000,1993,6.8,392,wolfgangpetersen clinteastwood renerusso cia assassin running white house usa president bodyguard stalking election apartment secret service secret service agent action drama thriller crime mystery,en
1321,31586,tt0110687,North,40000000,1994,4.8,67,robreiner elijahwood jasonalexander parent child relationship child prodigy travel young boy based on childrens book kids comedy drama family fantasy science fiction,en
1322,11858,tt0110971,Renaissance Man,40000000,1994,5.9,83,pennymarshall dannydevito markwahlberg vietnam veteran commercial advertising expert kaserne stau soldier unemployment woman director teachers and students comedy war,en
1323,867,tt0108162,Sliver,40000000,1993,4.9,144,phillipnoyce sharonstone williambaldwin new york sex based on novel eroticism hidden camera video surveillance psychopath murder neighbor stalking landlord female protagonist drug use sex talk apartment building landlord tenant relationship mind game erotic thriller drama thriller,en
1324,1645,tt0117913,A Time to Kill,40000000,1996,7,522,joelschumacher matthewmcconaughey sandrabullock ku klux klan rape mississippi jurors blackmail attempted murder forgiveness court shooting murder suspense lawyer trial courtroom racial tension kkk racial issues courtroom drama crime drama thriller,en
1325,9306,tt0116654,The Island of Dr. Moreau,40000000,1996,4.6,148,johnfrankenheimer marlonbrando valkilmer monster experiment island mutation genetics hybrid remake h g wells fantasy horror science fiction,en
1326,6114,tt0103874,Dracula,40000000,1992,7.1,1087,francisfordcoppola garyoldman winonaryder adultery maze vampire bite remake rough sex wake religious conflict bestiality correspondence vampire sex autonomous shadow vlad fang vamp romance horror,en
1327,21539,tt0117372,The Preacher's Wife,40000000,1996,5.4,55,pennymarshall denzelwashington whitneyhouston angel church choir gospel reverend crisis of faith woman director fantasy drama comedy science fiction romance family,en
1328,9361,tt0104691,The Last of the Mohicans,40000000,1992,7.1,747,michaelmann danieldaylewis madeleinestowe secret love mohawk native american 18th century french and indian war action adventure drama history romance war,en
1329,10336,tt0120177,Spawn,40000000,1997,5,344,markazdipp michaeljaiwhite martinsheen anti hero secret agent fistfight based on comic burn victim action adventure fantasy horror science fiction thriller,en
1330,11975,tt0119978,The Rainmaker,40000000,1997,6.7,239,francisfordcoppola mattdamon dannydevito jurors proof court case leukemia lawyer courtroom drama crime thriller,en
1331,18937,tt0120800,Quest for Camelot,40000000,1998,6.9,193,frederikduchau jessalyngilsig caryelwes fantasy animation drama romance family,en
1332,11551,tt0122718,Small Soldiers,40000000,1998,6.2,522,joedante gregorysmith kirstendunst defense industry toy shop technical toy soldier prototype killer toys toy comes to life comedy adventure fantasy science fiction action,en
1333,165,tt0096874,Back to the Future Part II,40000000,1989,7.4,3926,robertzemeckis michaeljfox christopherlloyd skateboarding flying car car race delorean lightning almanac inventor time travel sequel diner alternate history teenager electric guitar walking cane high school dance hoverboard video phone adventure comedy family science fiction,en
1334,196,tt0099088,Back to the Future Part III,40000000,1990,7.1,2978,robertzemeckis michaeljfox christopherlloyd railroad robber california delorean indian territory sports car inventor locomotive saloon horseback riding time travel outlaw sequel mad scientist native american western shootout gunfight train wild west cavalry adventure comedy family science fiction,en
1335,841,tt0087182,Dune,40000000,1984,6.5,576,davidlynch kylemaclachlan francescaannis prophecy witch monster telepathy atomic bomb space marine emperor mutation insurgence space travel guild duke water chosen one dystopia jihad spice war messiah denunciation action science fiction adventure,en
1336,11158,tt0104437,Honey I Blew Up the Kid,40000000,1992,4.8,272,randalkleiser rickmoranis marciastrassman becoming an adult inventor infant family adventure comedy family science fiction,en
1337,10144,tt0097757,The Little Mermaid,40000000,1989,7.2,1921,ronclements jodibenson christopherdanielbarnes sea fireworks prince kingdom daughter mermaid princess animation spell true love bargain animation family,en
1338,11933,tt0102558,Nothing but Trouble,40000000,1991,5,88,danaykroyd chevychase danaykroyd sheriff drag queen small town broker wealthy comedy adventure,en
1339,881,tt0104257,A Few Good Men,40000000,1992,7.1,899,robreiner tomcruise jacknicholson suicide underdog suspicion of murder court case navy law dying and death guantanamo bay marine corps military court code red command military base us navy sexism right and justice based on play or musical court martial flashback platoon leader military law,en
1340,8224,tt0134273,8MM,40000000,1999,6.1,479,joelschumacher nicolascage joaquinphoenix pornography porn actor loss of daughter child pornography private investigator subculture private detective thriller crime mystery,en
1341,745,tt0167404,The Sixth Sense,40000000,1999,7.7,3223,mnightshyamalan brucewillis tonicollette child abuse sense of guilt loss of child confidence psychology dying and death marriage crisis afterlife single paranormal phenomena cowardliness child spiritism mystery thriller drama,en
1342,9096,tt0104839,Medicine Man,40000000,1992,5.8,114,johnmctiernan seanconnery lorrainebracco medicine ant research amazon cancer jungle doctor falling in love cure rainforest,en
1343,1213,tt0134119,The Talented Mr. Ripley,40000000,1999,7.1,790,anthonyminghella mattdamon gwynethpaltrow venice italy gay new york lovesickness double life dual identity jealousy secret identity new love homicide atlantic ocean new identity planned murder prosecution yacht ship inferiority false identity beguilement rejection inferiority complex ocean liner friendship homosexuality wealth cowardliness envy thriller crime drama,en
1344,3558,tt0172493,"Girl, Interrupted",40000000,1999,7.6,747,jamesmangold winonaryder angelinajolie based on novel suicide attempt puberty biography borderline personality disorder,en
1345,11287,tt0104694,A League of Their Own,40000000,1992,6.8,362,pennymarshall tomhanks geenadavis baseball world war ii sport baseball player female athlete home front woman director 1940s,en
1346,4234,tt0134084,Scream 3,40000000,2000,5.7,749,wescraven davidarquette nevecampbell mask metal detector film director excop reporter slasher scream series of murders horror mystery,en
1347,1907,tt0163978,The Beach,40000000,2000,6.3,1271,dannyboyle leonardodicaprio guillaumecanet hippie exotic island beach map group dynamics shark attack leader thailand community backpacker delusion marijuana youth shark extramarital affair drama adventure romance thriller,en
1348,10385,tt0162983,Hanging Up,40000000,2000,5,42,dianekeaton megryan dianekeaton sister sister relationship cheating amnesia crisis line telephone loss of wife exwife woman director comedy drama,en
1349,820,tt0102138,JFK,40000000,1991,7.5,513,oliverstone kevincostner tommyleejones assassination cia homophobia new orleans vietnam war john f kennedy investigation government historical figure president conspiracy death kennedy assassination drama thriller history,en
1350,10391,tt0163983,Bless the Child,40000000,2000,4.9,72,chuckrussell kimbasinger angelabettis sister sister relationship autism satanism ersatz demon drama horror thriller crime,en
1351,11398,tt0160009,The Art of War,40000000,2000,5.6,136,christianduguay wesleysnipes donaldsutherland china chinese woman secret agent conspiracy of murder united nations crime action adventure,en
1352,10647,tt0223897,Pay It Forward,40000000,2000,7,447,mimileder kevinspacey helenhunt childs point of view candlelight vigil good deed exotic dancer schoolteacher extra credit assignment disfigurement junior high school burn injury woman director drama romance,en
1353,708,tt0093428,The Living Daylights,40000000,1987,6.2,447,johnglen timothydalton maryamdabo london england smuggling of arms prison england assassination spy falsely accused secret identity country estate arms deal russia drug traffic secret mission secret intelligence service kgb villain renegade special car tangier morocco big wheel pipeline cello orchestra freedom fighter czechoslovakia bratislava afghanistan airplane schloss schnbrunn escape moscow vienna action adventure thriller,en
1354,1921,tt0230838,Sweet November,40000000,2001,6.4,292,patoconnor keanureeves charlizetheron workaholic dogsitter drama romance,en
1355,25221,tt0101902,For the Boys,40000000,1991,6.5,20,markrydell bettemidler jamescaan dancer entertainer concert music drama,en
1356,11370,tt0246544,The Musketeer,40000000,2001,5.2,56,peterhyams catherinedeneuve menasuvari loss of family queen power power takeover kingdom royalty musketeer murder hunt action adventure drama,en
1357,2185,tt0246464,Big Trouble,40000000,2002,6.3,82,barrysonnenfeld timallen renerusso action comedy thriller,en
1358,9889,tt0256380,Shallow Hal,40000000,2001,5.7,764,bobbyfarrelly gwynethpaltrow jackblack overweight beauty hypnosis overweight man overweight woman oberflchlichkeit kompliment obesity fat suit beauty standards fat man fat woman attractiveness comedy romance,en
1359,8007,tt0159273,Behind Enemy Lines,40000000,2001,6,464,johnmoore owenwilson genehackman helicopter war crimes sniper bosnia and herzegovina fighter pilot bosnian war of 19921995 rescue escape tank atrocity gunfight combat military mine field action hero aircraft carrier reconnaissance mass grave action drama thriller war,en
1360,4965,tt0160399,Impostor,40000000,2001,6.1,136,garyfleder garysinise madeleinestowe android alien action science fiction thriller,en
1361,16643,tt0282687,Life or Something Like It,40000000,2002,5.7,126,stephenherek angelinajolie edwardburns comedy drama romance,en
1362,9544,tt0295254,FearDotCom,40000000,2002,3.2,106,williammalone stephendorff nataschamcelhone race against time psychopath homepage cop doctor spirit killer voyeurism horror thriller,en
1363,13536,tt0269095,City By The Sea,40000000,2002,5.7,92,michaelcatonjones robertdeniro jamesfranco murder homicide detective crime drama mystery,en
1364,15074,tt0283160,Extreme Ops,40000000,2002,5,28,christianduguay devonsawa bridgettewilson action adventure drama thriller,en
1365,9486,tt0274166,Johnny English,40000000,2003,6,875,peterhowitt rowanatkinson johnmalkovich spy hero queen intelligence coronation funeral secret agent queen elisabeth ii weapon spoof explosion agent pen duringcreditsstinger adventure action comedy,en
1366,2687,tt0104850,Memoirs of an Invisible Man,40000000,1992,5.7,127,johncarpenter chevychase darylhannah comedy fantasy science fiction,en
1367,7288,tt0266489,Duplex,40000000,2003,5.9,500,dannydevito benstiller drewbarrymore action comedy thriller,en
1368,508,tt0314331,Love Actually,40000000,2003,7,1917,richardcurtis keiraknightley heikemakatsch london england male nudity female nudity love at first sight usa president marseille office christmas party marriage proposal bars and restaurants press conference language barrier prime minister rock star tv show metal detector war on terror school performance multiple storylines comedy romance drama,en
1369,4970,tt0348836,Gothika,40000000,2003,5.8,643,mathieukassovitz halleberry robertdowneyjr amnesia mental institution patient trust false accusations medication gothic mental illness horror thriller,en
1370,11007,tt0349205,Cheaper by the Dozen,40000000,2003,6,725,shawnlevy stevemartin bonniehunt big family new job aspiring actor smart kid,en
1371,10718,tt0329691,Torque,40000000,2004,4.7,121,josephkahn martinhenderson icecube exgirlfriend drug dealer gang motorcycle,en
1372,1586,tt0363988,Secret Window,40000000,2004,6.4,1007,davidkoepp johnnydepp johnturturro alcohol adultery detective mississippi jealousy isolation paranoia motel window nightmare letter ax notebook police murder mystery arson writer divorce thriller mystery,en
1373,2122,tt0327247,The Whole Ten Yards,40000000,2004,5.5,282,howarddeutch brucewillis matthewperry comedy thriller crime,en
1374,10710,tt0326856,Envy,40000000,2004,4.8,144,barrylevinson benstiller jackblack jealousy inventor neighbor best friend milliionaire dog envy golden egg,en
1375,11864,tt0089092,Enemy Mine,40000000,1985,6.7,253,wolfgangpetersen dennisquaid louisgossettjr narration slavery space battle future complicated birth survivor friendship war stranded alien outer space racism planet slave reptilian severed ear man eating monster pepsi drama science fiction,en
1376,11130,tt0368933,The Princess Diaries 2: Royal Engagement,40000000,2004,6,726,garrymarshall annehathaway julieandrews coronation duty marriage falling in love comedy drama family romance,en
1377,1677,tt0350258,Ray,40000000,2004,7.2,481,taylorhackford jamiefoxx kerrywashington black people soul country music loss of brother 1970s jazz blindness and impaired vision georgia overdose bus ride record producer biography from rags to riches childhood trauma gospel indianapolis record label recording studio drama music,en
1378,22189,tt0099747,Havana,40000000,1990,5.5,20,sydneypollack robertredford lenaolin cuba cuban revolution gambler drama romance,en
1379,13498,tt0331933,Man of the House,40000000,2005,5.4,121,stephenherek tommyleejones cedrictheentertainer comedy action,en
1380,187,tt0401792,Sin City,40000000,2005,7.2,2755,robertrodriguez jessicaalba devonaoki dystopia based on comic held captive based on graphic novel black and white and color black and white scene black and white to color mysterious killer doing the right thing mercedes silhouette neonoir action thriller crime,en
1381,10066,tt0397065,House of Wax,40000000,2005,5.5,696,jaumecolletserra elishacuthbert parishilton american football traffic jam remake murder suspense wax museum teenager group of friends ghost town wax,en
1382,9522,tt0396269,Wedding Crashers,40000000,2005,6.4,1406,daviddobkin owenwilson vincevaughn sailing wedding fake identity lying comedy romance,en
1383,3933,tt0121164,Corpse Bride,40000000,2005,7.2,1957,timburton johnnydepp helenabonhamcarter shyness england cheating old town grave skeleton musical marriage wedding ring stop motion animation money wedding corpse wedding ceremony parents dark fantasy european ring piano romance fantasy animation music,en
1384,10060,tt0430308,Get Rich or Die Tryin',40000000,2005,6.3,188,jimsheridan 50cent joybryant loss of mother attempted murder career musical rapper drug,en
1385,1833,tt0294870,Rent,40000000,2005,6.7,159,chriscolumbus anthonyrapp adampascal gay sex aids musical hiv based on play or musical african american rock opera missing person hiv positive home movie mugging telephone call lower east side drama romance,en
1386,11565,tt0421729,Big Momma's House 2,40000000,2006,5.4,376,johnwhitesell martinlawrence nialong undercover nanny computer virus stress undercover agent overweight woman children disguise fbi agent impersonation comedy crime,en
1387,9036,tt0397313,Eight Below,40000000,2006,6.7,553,frankmarshall paulwalker brucegreenwood expedition pilot survival sled dogs seal adventure drama family,en
1388,2044,tt0410297,The Lake House,40000000,2006,6.5,689,alejandroagresti keanureeves sandrabullock chicago writing architect future time architecture mysterious letter near future first kiss romantic drama passage of time romance drama mystery,en
1389,1887,tt0422720,Marie Antoinette,40000000,2006,6.5,662,sofiacoppola kirstendunst jasonschwartzman shoe voice over rite theatre audience bride and groom death of king applause woman director drama history,en
1390,77221,tt1701210,Black Gold,40000000,2011,5.9,77,jeanjacquesannaud markstrong antoniobanderas adventure drama,en
1391,77221,tt1701210,Black Gold,40000000,2011,5.9,77,jeanjacquesannaud markstrong antoniobanderas adventure drama,en
1392,77221,tt1701210,Black Gold,40000000,2011,5.9,77,jeanjacquesannaud markstrong antoniobanderas adventure drama,en
1393,77221,tt1701210,Black Gold,40000000,2011,5.9,77,jeanjacquesannaud markstrong antoniobanderas adventure drama,en
1394,77221,tt1701210,Black Gold,40000000,2011,5.9,77,jeanjacquesannaud markstrong antoniobanderas adventure drama,en
1395,77221,tt1701210,Black Gold,40000000,2011,5.9,77,jeanjacquesannaud markstrong antoniobanderas adventure drama,en
1396,77221,tt1701210,Black Gold,40000000,2011,5.9,77,jeanjacquesannaud markstrong antoniobanderas adventure drama,en
1397,77221,tt1701210,Black Gold,40000000,2011,5.9,77,jeanjacquesannaud markstrong antoniobanderas adventure drama,en
1398,1491,tt0443543,The Illusionist,40000000,2006,7.1,1657,neilburger edwardnorton jessicabiel magic princess love rivalry vienna austria crown prince duchess supernatural power childhood sweetheart vienna fantasy drama thriller romance,en
1399,9708,tt0450345,The Wicker Man,40000000,2006,4,355,neillabute nicolascage ellenburstyn california island airplane limousine car crash allergy bee mystery thriller horror,en
1400,1579,tt0472043,Apocalypto,40000000,2006,7.3,1252,melgibson rudyyoungblood raoulmaxtrujillo loss of family solar eclipse slavery jaguar village maya civilization forest tribe human sacrifice central america maya ancient civilization yucatec maya language action adventure drama thriller,en
1401,9978,tt0457495,Stormbreaker,40000000,2006,5.1,219,geoffreysax alexpettyfer sarahbolger england secret intelligence service child hero wretch teen spy based on young adult novel adventure action family,en
1402,1124,tt0482571,The Prestige,40000000,2006,8,4510,christophernolan hughjackman christianbale competition secret obsession magic dying and death class society illusion tricks hostility class rivalry drama mystery thriller,en
1403,11172,tt0758766,Music and Lyrics,40000000,2007,6.2,569,marclawrence drewbarrymore hughgrant pop star song romantic comedy song writing piano comedy music romance,en
1404,1683,tt0444682,The Reaping,40000000,2007,5.4,209,stephenhopkins hilaryswank davidmorrissey river miracle bible louisiana frog grasshopper faith thriller horror,en
1405,440,tt0758730,Aliens vs Predator: Requiem,40000000,2007,4.9,758,colinstrause stevenpasquale reikoaylesworth predator national guard hybrid alien morgue alien possession triangle infestation xenomorph fantasy action science fiction thriller horror,en
1406,54318,tt0760329,The Water Horse,40000000,2007,6.3,293,jayrussell alexandernathanetel emilywatson fantasy adventure family,en
1407,7461,tt0443274,Vantage Point,40000000,2008,6.3,731,petetravis dennisquaid matthewfox bomb terror spain usa president terrorist war against terror camera car journey press television camcorder bodyguard safety terror cell limousine media security guard drama action thriller crime,en
1408,8457,tt0817538,Drillbit Taylor,40000000,2008,5.5,284,stevenbrill owenwilson lesliemann prison jealousy homeless person beach parent child relationship fight bodyguard protection nerd high school substitute teacher campus teacher principal celebration school bus aftercreditsstinger school life teachers and students,en
1409,11483,tt0091757,Pirates,40000000,1986,6.2,47,romanpolanski waltermatthau criscampion sea float pirate crime pirate captain adventure comedy,en
1410,10761,tt0866439,Made of Honor,40000000,2008,6,410,paulweiland patrickdempsey michellemonaghan scotland love of ones life ladykiller onenight stand bridesmaid forbidden love male female relationship best friends in love comedy romance,en
1411,14325,tt0469903,The Express,40000000,2008,7.1,71,garyfleder robbrown dennisquaid american football college biography sport syracuse university,en
1412,8880,tt0374569,Che: Part Two,40000000,2009,6.7,155,stevensoderbergh beniciodeltoro catalinasandinomoreno biography che guevara bolivian army la paz bolivia drama history war,en
1413,20542,tt0361500,Delgo,40000000,2008,5.4,15,marcfadler freddieprinzejr jenniferlovehewitt adventure fantasy animation comedy science fiction family,en
1414,10184,tt1001508,He's Just Not That Into You,40000000,2009,6.2,988,kenkwapis benaffleck jenniferaniston relationship ensemble cast duringcreditsstinger comedy romance drama,en
1415,20048,tt1093908,Confessions of a Shopaholic,40000000,2009,6.1,787,pjhogan islafisher hughdancy new york based on novel shop department store shopping mall addiction liar romantic comedy financial journalist duringcreditsstinger comedy romance,en
1416,18240,tt1041829,The Proposal,40000000,2009,6.7,1858,annefletcher sandrabullock ryanreynolds fictitious marriage deportation immigration law romantic comedy alaska naked scene coworker humiliation book editor fake boyfriend duringcreditsstinger woman director pretend relationship comedy romance drama,en
1417,24803,tt1135503,Julie & Julia,40000000,2009,6.6,579,noraephron merylstreep amyadams cooking book cookbook blog recipe woman director publishing romance drama,en
1418,19912,tt1144884,The Final Destination,40000000,2009,5.4,851,davidrellis bobbycampo shantelvansanten car race dying and death plan stockcarrace car crash premonition gore vision horror mystery,en
1419,22787,tt0365929,Whiteout,40000000,2009,5.3,225,dominicsena katebeckinsale gabrielmacht airplane based on comic corpse stich action crime mystery thriller,en
1420,25132,tt1100119,Shorts,40000000,2009,5.1,46,robertrodriguez jimmybennett katdennings comedy family,en
1421,8915,tt1129445,Amelia,40000000,2009,5.4,71,miranair hilaryswank richardgere flying empowerment airplane maneuver woman director,en
1422,24418,tt0450405,Cirque du Freak: The Vampire's Assistant,40000000,2009,5.5,354,paulweitz johncreilly joshhutcherson vampire spider wolfman stew best friend antidote based on young adult novel adventure fantasy action thriller,en
1423,10315,tt0432283,Fantastic Mr. Fox,40000000,2009,7.5,1206,wesanderson georgeclooney merylstreep fox tree peasant revenge cider tale farm life adventure animation comedy family,en
1424,22832,tt1186367,Ninja Assassin,40000000,2009,6.2,384,jamesmcteigue rain naomieharris assassination assassin ninja fighter revenge ninja ninjutsu action crime thriller,en
1425,27573,tt1038919,The Bounty Hunter,40000000,2010,5.6,878,andytennant gerardbutler jenniferaniston bounty hunter exhusband exwife relationship,en
1426,32823,tt1226229,Get Him to the Greek,40000000,2010,5.9,626,nicholasstoller jonahhill russellbrand,en
1427,34851,tt1424381,Predators,40000000,2010,6,1231,nimrdantal tophergrace alicebraga hunter predator yakuza hunting human beings alien lifeform sequel alien alien planet jungle soldier warrior action science fiction adventure thriller,en
1428,38575,tt1155076,The Karate Kid,40000000,2010,6.2,1675,haraldzwart jadensmith jackiechan action adventure drama family,en
